0:3660 2445 1038 135 4780 2914 2451 450
3:14 28 477 1200 655 628 2798 400
0:3981 9103 9966 7545 5034 7922 9164 8504
3:4069 2235 988 6218 9210 1208 10065 3582
1:1712 1700 5312 1944 6850 1192 7947 8906
0:7810 4516 9491 10170 11248 7169 8410 10671
1:4649 9914 13911 15041 5437 12260 11571 6116
2:16045 14607 14502 16318 14782 13410 13301 4179
2:14782 10632 767 13301 16475 3088 13410 15865
4:14 477 1200 28 746 2 11567 1955
1:5752 989 4640 2167 716 8635 7436 1508
2:7790 571 6297 1862 668 937 3818 731
0:3981 7545 615 120 906 2350 9103 369
0:1673 767 2944 684 13410 4329 13911 13109
1:2445 2914 3660 4780 6393 240 135 2768
1:5690 1395 1928 3699 2715 5738 4808 5265
1:2445 10555 3981 3660 5267 9790 2914 628
0:1673 767 13410 4329 11571 13109 2944 13043
2:1903 5690 4808 1928 2292 3091 3699 1152
1:11571 418 13911 15041 11701 14657 9432 14607
2:5977 6416 4620 5919 1712 4968 3591 6572
1:791 1400 2018 3007 1479 793 344 4852
0:14607 13911 13863 3440 4179 767 15309 11538
4:14607 16045 12244 4179 15113 8531 6359 10681
6:128 477 47 1200 772 14 485 15
0:12571 369 4808 1261 2712 10681 2472 1117
2:4516 9491 8410 7169 11248 10671 12464 8413
0:1395 5690 1479 335 3282 791 9597 2923
0:4069 988 989 2235 4326 6218 3582 1439
0:2087 4687 655 3383 1137 1456 281 1919
2:12571 2445 3236 2914 4983 4808 11887 1380
0:12571 369 2472 882 9463 12055 9026 10681
2:17 2216 755 709 226 3808 453 3414
0:15 1200 14 47 28 485 477 2
1:5772 1987 5175 230 504 3478 180 628
0:1673 3591 250 501 767 1631 4520 684
0:4179 276 42 16045 47 1500 62 1590
1:5267 1937 2215 1891 9133 2461 4689 3445
0:1203 2240 1192 1009 1104 3582 16045 1974
0:2691 6014 740 1115 6802 6807 10444 1370
0:3981 6294 755 7545 10983 5034 8504 9164
0:1192 628 807 655 2446 1937 534 5175
4:3981 9103 7545 9966 8160 7922 615 5034
0:4069 1755 2240 6218 988 3762 4479 1203
0:47 276 1500 11264 42 62 8906 6721
1:1987 504 230 5772 176 1888 509 378
0:2240 1665 1203 1009 1104 1974 1194 2166
0:17 226 16 293 755 239 369 132
0:1903 4808 2712 7672 1910 7786 2472 12571
0:13912 4604 15073 10907 14035 13247 8464 7436
0:1192 1115 4179 16045 1203 1104 845 1974
1:3981 7763 755 6294 8721 7672 615 12571
1:4069 988 4479 6218 2240 9210 11360 9794
1:2445 3660 2914 135 4780 1038 2451 3569
2:446 3591 4620 9133 5919 9426 2144 13055
0:520 5814 2221 2240 1213 1104 1203 1665
0:477 42 8906 62 1568 6850 43 1500
0:16045 11264 14502 1673 62 14608 5459 11138
0:814 1395 655 2798 281 1456 2914 267
0:655 1681 2798 281 814 1104 380 283
0:9103 9966 14177 10605 12842 3981 7545 13443
6:13786 10539 13773 13663 4130 13778 13770 12830
0:2914 2445 2240 1395 3660 4780 6393 135
0:4808 12571 7672 2712 2472 6294 917 3236
2:11571 418 1673 1648 9432 5503 1631 684
7:13786 10539 13773 13663 4130 13778 13770 12830
0:1137 5772 2159 230 701 1987 4743 4349
0:3981 5034 5088 483 2691 6541 4983 7170
2:755 709 1398 8721 1350 549 773 3120
0:830 740 1115 2691 8707 838 828 1154
0:62 42 63 47 8906 15856 8134 14608
0:1987 504 5772 628 230 5175 8177 180
1:1137 2159 888 230 1919 1141 1987 5772
3:1009 1090 1113 1181 4689 3319 9392 1180
0:6294 12571 4808 7672 3981 1380 2712 9026
1:42 8906 43 1590 1568 1500 62 107
0:4069 1090 4479 988 2240 6218 4326 2235
1:10681 12244 14607 5657 369 9026 4606 195
1:1115 2691 740 838 10071 7421 830 2470
0:16045 14502 5459 16084 7250 14608 9271 12891
1:7049 14758 3804 1005 5161 2418 6041 2215
1:2914 2445 3660 4780 135 6393 3569 240
0:1747 4080 3699 1910 2480 1903 2715 7672
0:845 2240 15323 1192 1203 5312 6422 7947
0:17 453 2216 226 3808 521 3414 2221
3:12571 2715 2472 7672 2480 917 3699 3236
0:1755 1175 7030 5152 4050 1090 5912 7981
1:628 807 9790 2446 5175 12330 534 655
1:13786 4130 10539 13773 13663 13778 13770 12830
1:7149 5752 7498 7500 7492 989 7720 7501
7:3981 7545 9103 7922 9966 615 5034 2350
2:28 17 27 477 1200 226 16 14
4:888 1948 701 1919 211 2434 1134 1929
0:27 28 226 483 16 477 1200 2411
1:767 1673 47 1005 128 4329 4269 10632
1:1104 520 1192 5814 2240 1987 230 1974
0:3981 5034 12571 4983 3096 7672 2715 917
2:2445 135 5120 3660 2451 5624 447 4983
0:16045 4518 1673 5459 2944 7250 250 9271
0:4179 16045 6723 15358 16318 3358 7398 9854
0:3091 4808 1903 1451 12539 5002 1767 6444
3:1203 2240 1104 1974 2221 1213 2227 2224
0:10681 7786 369 1903 2712 4808 746 6294
0:4516 9491 8410 7169 11248 12464 8413 10170
0:1665 1208 2235 9392 4069 944 2240 2928
0:11571 1944 418 13402 15402 9432 15041 5312
1:3591 1673 4968 5919 4620 5977 5944 4805
0:5690 1115 1090 1113 5088 2691 1774 861
2:3591 1673 4968 5919 4620 5977 5944 6416
1:11571 13863 13410 14988 13911 14276 15309 14715
0:453 1345 755 5267 2216 17 3414 709
0:28 477 14 1200 27 2 2411 15
0:13863 14715 14502 13911 13410 15197 15263 14988
4:746 7672 12571 483 917 4808 1928 2472
2:1987 230 504 5772 509 1888 176 378
0:13786 10539 13773 4130 13663 13778 13770 12830
0:2914 5690 2445 1395 2768 5265 1922 5001
0:8906 5259 43 6850 1590 42 1500 2048
4:7672 3236 2715 2480 2985 2472 7786 1380
3:4649 1313 5485 5510 1308 1301 1335 1270
1:1213 2221 921 453 2240 521 1203 1665
0:5752 989 3762 3582 4069 1483 2178 2167
0:2240 1090 1175 1181 294 1203 9392 1755
3:43 1590 8906 5259 107 42 1568 6850
0:2445 3660 2914 135 4780 3569 6393 240
0:767 14782 10632 13410 16475 3088 13301 15865
2:17 16 226 28 27 2221 483 453
1:16045 9271 5459 9362 12891 13822 9872 12032
0:14559 15082 16341 15461 16146 15195 15209 8270
0:3981 7545 9103 8158 561 6541 9966 7922
0:1937 2609 1987 5175 5772 230 504 12182
0:16045 16115 16084 62 14502 14988 6721 16584
0:4179 15073 14035 13912 16045 4604 7436 1508
4:921 453 1213 521 2240 6231 2221 906
0:14607 4179 15815 15267 12244 16045 4435 1903
0:2221 2240 1203 1213 27 1199 5720 2388
1:14 2240 1090 477 1937 1113 5312 2211
0:3291 1408 13442 1409 2979 1407 1062 7415
1:7810 10787 10836 8477 4516 10170 5223 9491
1:2914 2445 8952 3660 135 5282 4780 1395
1:12571 2472 7672 2480 2715 4808 3236 917
0:16045 14607 4179 12244 2593 4689 13979 15815
1:5752 989 4640 7149 716 13912 4604 7436
0:3981 954 814 12453 239 14629 655 4137
0:755 888 132 709 549 1398 1350 773
0:14607 4179 15815 845 9914 3440 16045 1199
2:4130 13786 10539 13773 13663 13778 13770 12830
0:701 1948 888 3885 1461 1477 3966 2434
1:2445 2914 1395 2900 2355 9977 5690 1401
1:4649 15197 12260 1301 5437 1313 15041 6116
3:2418 3383 2087 14607 16045 1538 11571 8080
2:3981 2350 615 483 1259 369 4983 6347
1:4069 3582 1483 3762 988 989 4479 5752
3:1090 546 5088 3293 1919 642 888 3089
1:446 3591 4620 5919 7857 5842 13055 15029
0:27 28 1200 477 14 226 483 2411
1:4179 14035 1767 6653 13912 15073 7790 13247
4:12244 14607 6294 10681 9026 8531 5546 16045
0:42 43 8906 62 107 1500 1568 4179
4:1181 17 2216 220 4689 1937 453 5267
2:14 1673 250 15 1557 767 28 477
0:418 11571 47 1673 1631 1648 9432 50
1:4069 988 6218 2235 9210 4479 10065 9794
1:11571 16084 15041 11701 14657 16105 15253 11577
0:7786 740 830 1115 746 2691 1380 2000
0:521 5211 17 5267 453 2216 2462 5584
0:2489 2462 15377 243 2901 3175 11142 1401
0:2715 3699 3016 13194 5690 5738 3236 1471
3:5690 2715 3236 5809 3016 7348 5738 4983
1:4069 628 6218 2235 988 9210 9472 10065
1:17 226 16 239 27 477 28 3981
0:14 28 3125 1200 477 15 27 6495
1:13786 10539 13773 13663 4130 13778 13770 12830
0:15 14 1005 7049 1891 1199 47 7579
1:2445 2914 135 3660 1038 450 3569 4780
1:8906 62 6850 1500 6721 42 43 2620
2:281 655 2798 814 6971 267 430 4572
3:3981 9103 7545 7922 8158 9966 9164 5690
0:2240 1203 15073 2221 9392 1213 14 2225
0:791 1400 2018 1479 3007 1395 793 28
0:477 14 28 16045 1200 11567 746 400
3:845 16318 14607 10632 7076 16045 14782 13301
0:7810 4516 10836 10787 10170 8477 9491 1700
1:1175 1408 294 1409 568 571 6177 1053
0:247 1891 977 1665 2166 684 4689 9392
0:1673 3591 767 5944 2944 4805 3191 1240
0:3981 7545 8158 9103 9966 400 10605 247
1:16045 4179 10909 15358 16318 6359 14607 7025
0:2914 2445 3660 4780 240 2768 1395 8952
1:8394 7185 4467 6997 239 8679 3981 11158
2:13786 10539 13773 13663 4130 13778 13770 12830
2:11571 47 205 10909 1673 6359 10608 128
1:1987 504 230 5772 378 172 762 1888
1:3591 446 4620 1673 5919 5977 4968 6416
0:9103 14177 11205 12563 12842 9966 10605 7545
0:1987 504 1665 5772 521 628 230 5175
0:1203 2221 2240 2224 1213 2211 2227 2225
3:16045 9966 9103 3981 7545 8158 10605 814
1:14607 14502 14657 16084 11571 15041 16045 11701
0:1903 17 709 755 369 1261 2216 335
2:1903 3091 4808 1451 1767 2923 715 12539
1:767 11571 14502 11593 1673 6304 11264 3802
0:5152 2225 666 2221 1203 1213 2240 1755
3:11571 672 14607 4310 15354 10635 1673 15267
0:888 1919 1272 1774 755 2018 1395 2434
5:13863 13911 14657 14715 14502 15309 14988 13410
5:5161 7049 1005 772 5270 9228 12082 1565
2:16045 4179 14607 1115 15358 16318 12244 15815
0:3981 954 9103 971 953 2589 2902 5400
0:1038 2593 2589 954 971 953 2902 4579
0:666 1203 845 829 837 1199 830 2240
0:7810 10787 10836 8477 4516 10170 5223 10674
3:971 954 2589 4137 5400 953 4001 4579
2:5977 6416 4620 5919 1712 4968 3591 6572
2:3981 7545 9103 9966 9164 5034 10605 615
1:14607 15267 446 4179 15815 16045 3591 9426
1:14035 13912 15073 4604 7436 12316 13247 8464
4:14607 16045 4179 12244 7545 15113 3981 15815
0:1090 1175 1755 2240 9392 7030 1181 15323
2:15 14 28 27 477 3125 1557 1200
3:5633 5630 5624 5631 5620 5634 5926 5625
1:1203 1104 2240 1192 2221 1213 921 1974
0:7790 937 7192 6297 6689 1408 571 3818
2:5088 1090 2691 1370 926 3293 6014 546
0:250 1673 10397 767 3591 5343 2300 4199
0:1192 1203 9133 1104 7149 1508 7415 7436
0:43 1568 4526 15058 1557 11711 5611 50
2:5211 2462 4281 906 1283 2489 1277 7545
4:2240 1203 1104 1192 1974 2211 5312 7147
3:3440 13863 13410 767 13911 14988 14715 1673
1:11571 418 9432 1648 10645 5503 12242 12637
0:11571 4649 5437 12260 15041 1301 11701 418
0:13912 4604 15073 14035 10907 13247 7436 8464
0:62 14608 11264 63 6721 1500 5600 8134
0:971 4137 4001 3944 5400 972 582 2878
0:971 4137 954 953 2589 5400 4001 972
3:453 5267 17 3808 2216 521 2379 3414
4:971 4137 5400 4001 954 972 2878 4579
0:11264 47 16045 1556 6721 50 62 418
0:1944 1113 3319 5312 5243 1459 1090 1114
0:1673 767 4649 250 1301 5506 1313 4329
0:7672 5690 4808 917 4983 1395 3236 2712
0:14607 14782 15354 14502 10632 15267 10071 4310
2:1408 1409 568 10907 571 3818 6177 8437
0:672 1673 767 7076 12523 1669 4839 7647
2:13912 15073 14035 7436 4604 1508 8635 8788
0:62 6721 1500 63 42 8906 14608 2620
0:1200 11567 477 14607 14 5259 28 16869
0:28 27 477 16 14 483 1200 22
0:1203 2292 3981 521 335 1665 11328 921
0:9103 14177 11205 12563 3981 12842 14877 7545
1:453 17 2216 5267 3414 3808 755 921
0:247 1104 921 1203 1213 453 13028 2240
0:11571 4649 5437 15041 12260 1301 1797 11701
0:1987 230 504 5772 378 172 1888 509
1:1115 830 740 2691 838 8707 746 845
0:6204 10510 8744 11667 2585 11370 13248 8613
0:3981 2462 7170 2489 755 8721 8504 5267
0:7786 12571 6294 746 11939 1380 4808 7672
0:11571 5611 1673 1631 10608 418 1557 47
0:247 1673 2365 62 4191 7114 10608 8384
1:1090 1755 546 642 1175 1980 6218 888
2:888 1090 5690 701 5807 2159 1041 1137
0:1005 1673 767 5161 2365 6304 7049 2364
0:11158 561 3981 5690 8158 9103 888 7545
0:1192 2240 1104 1203 1974 2211 1937 1009
3:16045 477 4179 14607 14 13912 1199 15073
4:3981 9103 9966 7545 10605 7922 14177 9164
3:11571 418 672 5503 12523 8247 1177 9240
2:477 14 28 1200 746 917 23 10071
2:1665 4689 1891 2166 944 1181 1009 2596
1:477 14 47 1200 39 276 15 1568
3:1090 1181 1264 453 2216 3414 17 5267
1:8906 2240 6850 62 1500 42 43 11899
0:1673 3591 2944 4518 5758 16045 5944 684
1:1115 2292 7646 8076 7768 7933 353 1928
2:47 14607 16127 1557 50 15320 15352 2418
2:14607 12244 17 16045 6964 10681 8531 369
0:888 1919 1137 10921 701 211 1090 7142
0:2589 1038 953 954 971 2593 5400 4579
0:1937 1987 5175 5772 230 1137 504 2609
0:13912 4604 14035 15073 13247 7436 10907 8464
1:4516 9491 8410 7169 11248 12464 7810 10170
2:477 28 23 1200 1903 746 14 914
0:2914 2445 1395 8952 11921 5001 7215 7211
4:521 2462 2489 4281 2794 243 3175 4946
1:628 807 9790 655 12330 2446 534 6437
0:28 14 477 400 1200 27 2411 746
0:1181 1009 9392 3319 4689 1090 1209 1180
0:3981 9103 1264 4484 8158 453 17 7763
0:3981 9103 7545 9966 5034 7922 8504 9164
2:4516 9491 7810 8410 7169 10170 11248 8413
1:3981 7545 9103 5034 9966 7922 8160 9164
0:4069 2240 988 4479 6218 3582 9210 4326
1:1181 1898 247 3414 453 1009 944 1213
1:10071 16045 9271 5459 11264 9362 11138 6304
2:5752 1192 989 3762 3582 2167 1483 1439
1:3981 7545 9103 5034 9966 7922 615 9164
0:2240 1203 1213 2221 9392 666 1668 1665
1:1090 888 1755 546 1919 642 5088 1767
0:28 1200 14 477 2 6495 746 1955
0:921 453 1213 5267 2221 1345 521 16
1:1538 3601 2146 3629 2418 1673 11538 1704
0:2087 549 755 1398 8721 709 628 3120
0:16045 14607 226 17 4179 12244 2216 2411
1:11264 8906 42 1590 5815 47 1500 43
0:571 1408 10907 7790 13912 6297 3818 8437
0:2240 1175 1944 1203 1192 1937 1104 1755
0:16045 11571 14607 1199 1648 1203 4179 2418
2:3981 7545 6294 5034 9103 9966 9164 10605
1:4069 2235 2803 988 6218 4731 9210 247
0:1181 1009 1203 1104 9392 1090 944 1891
0:701 2159 888 1137 1916 4743 4349 1141
0:2240 47 666 128 1631 50 772 1203
0:14607 1919 888 1456 701 211 2434 1454
0:7790 6297 571 937 6862 668 1408 3818
0:1461 4444 1333 4440 11567 4431 3885 701
1:12571 4808 2389 11887 746 7786 1380 2715
0:1395 2914 1665 1922 9597 5690 2448 426
0:13534 13218 755 12469 1350 8721 6294 239
0:10635 11571 14607 13911 15267 4310 14988 12516
1:4069 988 2235 6218 4479 9210 4326 9794
1:13863 9914 3440 15495 6729 14988 5108 1199
0:6653 1903 4690 1409 1767 7185 3291 568
0:11571 9432 418 15041 5503 11701 11577 1673
1:453 2216 17 2221 3808 1213 921 5267
0:1903 755 709 1350 1398 1090 132 1365
0:15294 16045 4179 16318 16115 15856 62 16584
1:11264 1500 62 11163 1619 11571 6721 6850
0:5259 1370 926 14 2691 5401 5088 477
1:247 1104 1974 1009 1192 1090 1181 2596
0:16045 4179 14607 15358 16318 15815 15324 15113
0:1673 1568 2144 47 43 1704 446 9133
3:7672 3236 4808 917 4983 2472 12571 2715
0:12571 3981 6294 483 2472 369 10681 9026
6:4130 13786 10539 13773 13663 13778 13770 12830
3:27 2215 2461 3445 1937 977 801 226
2:888 1948 701 1919 3885 3966 5413 1454
2:1665 2928 2166 2240 1009 4689 1677 944
2:7049 1005 47 5161 5270 3804 9442 9228
0:1673 2944 767 684 3591 4805 5944 4518
1:1712 5977 6416 4620 4968 5919 6572 4018
0:845 15856 14504 276 6422 47 42 62
0:247 1009 1181 4689 2596 1665 1203 1891
2:14 477 1200 28 27 400 281 380
6:247 453 521 1213 2221 1665 3414 1181
5:14 28 477 1200 11567 746 2 27
0:7790 937 1766 2146 1444 520 4870 6297
1:1903 16045 1115 1910 14607 4179 1147 1773
0:3981 5034 7545 615 7922 9103 6541 8160
2:1557 767 10632 1673 14782 15495 4526 13078
3:1203 28 14 2240 2 1181 1009 477
2:8906 42 62 1500 43 6850 6721 8134
0:755 921 1350 1398 3673 1345 549 453
0:4516 9491 8410 7169 11248 7810 12464 10170
0:2715 3699 13194 3016 2731 4080 2480 3632
2:1395 3981 5690 2914 2445 5265 1922 9597
2:1203 2221 1213 2240 2235 2225 2224 666
0:4069 988 7790 1110 2987 6862 6218 6297
0:3981 5267 9103 921 453 17 1264 7545
0:1181 1009 4689 9392 1090 1180 1891 1209
3:9103 9966 3981 14177 10605 7545 8158 7922
0:2489 546 5088 2462 243 2093 2793 294
0:1115 2691 830 740 838 8707 2470 746
4:62 6721 1500 8906 42 11264 63 2620
0:1115 830 740 2691 8707 861 838 828
0:6204 10510 8744 11667 2585 11370 13248 8613
1:15073 14035 13912 4604 7436 1508 8788 8643
0:2393 10978 845 11285 6497 3244 2558 9480
1:16084 1761 16318 14502 14715 15856 14607 16115
0:11567 2691 15783 1115 2123 740 9521 9528
0:4069 5752 3762 3582 989 1483 1439 9794
0:7192 937 6689 7790 11588 1069 1062 8987
0:1673 1005 5161 9228 7049 5270 47 205
2:50 47 1557 205 1631 15 11264 1199
0:12571 13279 9026 12453 14607 6294 14808 11939
3:1538 5588 3050 3601 1537 1028 1213 6359
0:1137 701 2159 4743 1141 4349 2164 479
1:944 1665 1181 1009 1891 1104 2240 1203
0:4516 9491 8410 7169 11248 7810 10170 12464
2:4069 988 6218 2235 4479 3582 9210 9794
1:2549 10555 11762 10351 11753 1345 8490 11760
4:1673 767 3591 5944 2365 2944 4805 247
2:3981 9103 7545 615 9966 5034 7922 9164
0:13912 4604 14035 13247 10907 7436 15073 6653
1:1395 5690 917 2445 2914 135 5265 1922
0:755 709 1277 8721 1117 549 1398 2216
0:1665 521 9392 1213 4689 5267 6623 4946
1:14 477 28 1200 2 11567 746 1955
0:672 1673 767 12523 1669 4839 684 7076
0:7049 11571 1005 2418 6041 3804 5161 14758
1:1557 4526 47 5721 1586 15495 205 13640
1:12453 8756 28 12571 477 11887 746 11158
0:1090 888 1937 2164 1137 1192 1113 1919
0:5690 1395 1922 2715 3699 2711 5738 5809
0:740 1115 746 830 2691 7786 1380 2985
1:4069 988 6218 2235 9210 9794 4479 3582
0:628 2446 807 6437 9790 12330 3045 5456
0:17 755 226 2216 28 2038 8721 709
0:12563 11205 14177 17 2462 5267 2216 5211
0:888 701 1919 1948 2159 10921 211 1041
3:5259 1590 888 1700 9218 43 8906 926
3:2715 5690 3016 5738 3699 3236 1928 5809
1:1538 3839 5588 6110 521 1890 3050 1345
0:1747 1903 1910 4080 4808 3699 1928 2985
7:13786 10539 13773 4130 13663 13778 13770 12830
0:521 2462 2489 1181 1213 2221 243 1665
0:28 477 27 8756 14 11567 1200 2
1:14559 15082 16341 15461 16146 15209 15195 7065
1:767 14782 13410 16475 10632 3802 4329 15865
0:1395 4808 5690 1928 917 2985 3699 4080
0:628 655 807 9790 1987 5772 5175 400
2:1987 230 504 5772 172 378 509 176
0:11798 530 10927 11250 2999 11256 1712 11271
0:4069 2235 6218 988 10065 9210 9472 9768
0:7049 2418 11571 3804 2146 1538 3601 6041
0:6028 3285 6653 3739 921 845 10246 3760
5:28 477 27 14 1200 16 17 226
1:294 1408 1175 571 1409 568 3818 1053
0:755 709 132 17 2216 2201 549 888
1:11571 1005 7049 3629 5161 418 1673 5270
5:7049 6116 12690 1797 5437 12260 5435 2576
0:16045 4179 7790 937 15073 5926 15815 14035
1:43 2240 1203 8906 6850 6422 1219 1192
1:1665 944 1891 9392 1181 1009 2928 2240
1:1987 230 504 5772 509 1888 378 172
2:16045 767 1673 14782 4329 10632 16318 16475
0:3616 43 11711 772 13025 1568 10085 5161
0:1903 1115 1767 5690 7786 914 4808 3091
1:4808 12571 2715 2653 2472 2712 2389 7672
1:2576 5459 16045 1887 14502 4649 9271 12891
0:1370 1090 1113 1755 3745 2691 2377 6799
0:2445 3981 9977 2914 3660 3951 6393 10193
0:13410 13863 14715 14276 15531 15184 13043 15263
2:13912 4604 15073 13247 14035 10907 7436 8464
1:845 3440 1199 11538 15267 13863 9914 13911
1:13912 10907 13247 14035 6653 4604 7436 15073
0:10555 10351 1345 5267 2549 5855 8490 247
1:16045 1203 4689 845 1009 830 4179 829
0:921 1090 1203 453 1213 1104 2221 2240
0:28 14 2221 1200 11567 477 27 15
1:62 1500 6721 42 16115 8906 11264 63
0:2691 1370 5401 926 5088 14 6014 1828
0:755 709 17 453 2216 3981 226 3414
1:7810 10787 10836 4516 8477 10170 9491 5223
1:1115 740 1903 5690 830 746 2691 3091
0:571 1408 7790 10907 6297 3818 568 1409
2:16045 1673 16318 672 15358 2944 16706 4179
1:2489 2462 3981 239 243 7545 2788 2794
1:755 6294 8721 709 6164 1350 10983 7170
0:12244 6359 3839 1538 4179 16045 4291 14607
2:888 701 1948 1919 211 1454 10921 1041
0:28 11567 8756 27 2411 14 477 8326
0:12244 14607 10681 8531 9026 4179 3839 6359
1:28 11567 12453 477 14 8756 1200 27
0:1538 6359 3839 1890 5588 9579 1537 2728
0:1005 7049 3804 5161 2583 1199 2418 5270
0:2087 655 2798 4687 281 283 1403 814
0:845 1203 6314 666 4298 4197 829 6054
0:7790 5926 3739 5912 6028 6080 6636 3285
2:5752 989 3762 2167 3582 4640 1483 2178
0:791 2018 1400 1479 3007 1395 3654 3786
0:2240 1009 1203 2211 1191 1104 9392 1665
1:28 14 1200 477 27 15 1192 2
5:1090 1005 1181 1113 9392 1009 1114 5161
1:16115 15856 15531 14502 13476 14715 62 14988
0:12244 10681 14607 9026 8531 369 3839 4179
2:767 13410 13863 15184 13043 14276 13911 3802
1:3981 9103 6541 8158 7545 9966 615 7922
0:3981 9103 7545 9966 7922 5034 8504 8160
5:3981 9103 9966 10605 14177 7545 8158 11328
2:4179 16045 1665 4689 14607 15815 1090 1209
1:3981 7545 5034 9103 7922 9966 9164 6541
1:2462 3981 2489 5267 2794 7545 3175 921
0:12571 2472 369 917 7672 483 4808 3236
0:1090 247 1192 1104 1009 1974 1181 1773
0:14502 14657 13410 14715 13863 14988 15531 11571
0:16045 5161 14607 4179 7049 8553 14502 1005
3:281 655 2798 814 6971 430 267 4572
1:13410 13863 14715 13911 767 3440 14502 15531
1:1203 2240 250 845 1673 1681 1199 1005
0:17 226 2216 3414 16 3808 453 755
5:888 4689 1919 1948 2462 701 453 5267
0:1538 3050 6359 3601 1213 3839 1890 1537
0:1395 1922 1755 426 5690 1722 2914 9597
0:888 1919 281 211 701 1948 2434 10921
2:16045 10362 13462 1192 11046 14746 14747 1052
1:2240 944 14 1203 1213 921 477 28
0:3591 4620 5977 5919 6416 4968 446 13055
0:11350 6326 4808 4444 888 1401 4484 13534
1:15073 1200 14 14035 477 28 746 6495
0:11571 14607 418 9432 13911 15402 10635 5503
1:7192 1408 3291 10907 6689 1069 11588 13442
1:1175 1408 571 1755 10907 2240 3100 7790
0:11571 14657 11701 15041 16084 15058 11577 6124
5:5690 3981 5034 6541 483 1903 4367 9164
0:247 1009 1891 1181 4689 1665 1898 2596
0:4069 2240 988 6218 3582 3762 4479 1483
0:7810 10787 10836 8477 4516 10170 5223 10674
1:14 9392 15073 477 2240 937 4604 1665
0:1747 3699 4367 2715 5690 1903 917 3016
2:2240 4649 9392 1313 5485 5510 1270 1335
1:1538 2418 7049 3601 3804 2146 1537 1005
2:12571 11887 13534 11158 2389 2472 4421 369
4:888 1919 211 1948 2434 1929 701 1134
8:13786 10539 13773 4130 13663 13778 13770 12830
2:2240 1203 767 4329 1673 250 7147 14782
0:1673 684 2944 672 4518 767 12523 7076
0:6116 1797 12260 15041 4649 2576 5437 5435
1:7790 6297 937 5926 6862 14035 571 731
0:13863 845 3440 14988 13911 14607 14715 13410
3:8906 43 1500 42 1590 62 6850 1568
1:4516 7810 9491 8410 7169 11248 10170 10671
0:1673 3591 767 4620 4968 6416 5919 6063
0:1747 2985 1395 917 4080 4808 3699 1910
0:701 1919 1948 888 3966 5413 211 3885
0:2445 2914 1395 3981 5690 1747 135 2900
0:2691 740 3091 845 830 1903 1115 746
0:5267 453 4689 3414 17 2216 521 293
0:971 2589 954 953 5400 2593 4137 2902
0:1009 247 2549 521 3414 11762 1181 1898
1:7049 3804 1590 14758 15856 2146 4520 2583
0:1987 230 1192 504 1137 5772 176 1888
0:845 1203 666 13883 9133 829 830 837
0:1192 1104 1203 247 1974 2240 109 1773
1:888 1919 1948 701 4247 4258 1041 10921
0:12571 11887 11158 12453 2389 15071 13874 11939
0:11571 15134 12523 11538 9914 13911 16084 10635
0:14 11567 477 5259 2691 28 16388 1370
4:15856 42 47 1590 43 14504 276 107
0:4516 9491 7810 8410 7169 10170 12464 11248
0:4069 988 6218 2235 4479 3582 2240 9210
3:4808 3699 1903 5690 1928 1395 2715 1747
0:28 11567 14 477 12390 1200 746 1941
0:16045 10362 1192 13462 11046 14746 14747 14413
0:1005 205 47 1557 777 7049 6304 15
0:1005 1199 5161 7049 50 1681 1203 47
0:1213 521 3981 2221 2230 1181 1898 453
0:2691 740 1115 830 746 6014 6802 838
7:13786 10539 13773 4130 13663 13778 13770 12830
2:3591 1673 5944 2944 4805 4518 4968 5919
0:4069 2235 6218 3582 3762 989 988 5752
3:1673 6572 1712 672 3591 6416 12523 6204
1:7790 14035 3818 6677 10907 6297 571 7192
6:13912 15073 7436 4604 14035 1508 16045 11221
0:14782 10632 767 3088 13301 16475 13078 5098
0:971 954 2593 2589 5400 4579 4137 2902
0:888 1919 1948 701 211 2434 1929 1454
2:1395 917 5690 1922 1995 13194 746 5265
0:62 6721 1500 8906 63 6850 42 2620
0:2446 628 6437 807 3045 5456 10342 12330
1:1115 2691 6653 740 758 1259 7185 10907
1:1903 3091 335 2923 2445 135 888 369
1:2914 2445 3660 1395 6393 5001 135 4780
0:13912 10907 571 13247 4604 15073 14035 7790
0:3981 9103 9966 8504 7545 8853 9164 14177
0:571 10907 1408 568 6297 7790 1409 3818
0:1919 926 888 2691 1370 5088 5401 1828
1:10907 13912 7790 14035 6297 13247 571 4604
5:3981 9103 7545 7922 5034 615 9966 8160
2:15073 14035 13912 4604 7790 4179 8464 7436
0:14715 14502 13863 380 15197 15531 13410 16045
0:791 1400 2018 1479 3007 1395 1091 793
1:501 12526 1673 1538 4520 1704 15856 684
0:17 755 2216 3808 453 226 2462 709
3:28 1200 14 477 27 2 15 3981
1:5752 989 4640 2167 13912 716 7149 4604
2:1673 767 4329 11571 13410 13911 13863 3802
0:568 1409 1408 10907 1755 6653 2453 790
1:14 47 1673 2 1200 477 28 15
2:655 2798 917 281 814 283 430 6971
0:13786 10539 13773 4130 13663 13778 13770 12830
0:247 1181 1038 1009 4689 4729 2596 4731
0:1090 1005 715 1479 1395 2914 1767 1203
0:628 807 655 12330 9790 2446 2798 2087
1:28 27 4030 2411 400 485 4068 704
7:13863 13410 14715 15531 14276 13911 15263 14502
0:47 50 1557 1568 1631 11264 777 446
